id,title,state,created_at,closed_at,days_to_close,labels,is_bug,risk_score,comment_count,assignees,body_length,risk_score_v2,is_bug_v2
28634,[crypto] ABI compatibility test b/w for OTBN boot service app b/w frozen ROM and code changes,open,2025-11-03 08:50:28+00:00,,,SW:ROM_EXT|SW:cryptolib,False,0,1,0,1967,1,False
28621,[crypto/RSA] otcrypto_rsa_keypair_from_cofactor routine no shared secret currently,open,2025-10-31 11:07:12+00:00,,,SW:cryptolib,False,0,1,1,317,0,False
28618,[crypto] Move randomized byte functions to hardened_memory,closed,2025-10-31 09:06:38+00:00,2025-11-13 17:16:21+00:00,13.0,SW:cryptolib,False,0,0,2,476,0,False
28610,[crypto] Add a top attribute for checking the clkmgr jitter enable feature,open,2025-10-30 16:30:24+00:00,,,Type:Cleanup|SW:cryptolib,False,0,0,1,620,0,False
28600,[scripts] Stream Bazel logs in alert classification validation script,open,2025-10-30 11:27:07+00:00,,,,False,0,0,0,658,0,False
28588,OpenOCD unintendedly interacts with lc_ctrl as if it were a Debug Module,open,2025-10-29 01:08:50+00:00,,,,False,0,1,0,1950,0,False
28565,[tests] Enhance sram_ctrl tests to exercise all tests,open,2025-10-24 08:21:54+00:00,,,,False,0,0,0,428,0,False
28551,[crypto] Review XORs and memory operations in RSA,closed,2025-10-23 11:05:35+00:00,2025-10-31 09:56:42+00:00,7.0,SW:cryptolib,False,0,2,2,369,0,False
28546,Need help in understanding of reading the instruction by core in opentitan,closed,2025-10-23 06:32:46+00:00,2025-12-23 13:17:10+00:00,61.0,,False,0,1,0,165,0,False
28538,Run hello world on qemu platofrm,closed,2025-10-22 10:34:40+00:00,2025-12-10 02:39:15+00:00,48.0,,False,0,0,0,374,0,False
28533,[crypto] Hardening of X25519,closed,2025-10-21 16:18:55+00:00,2026-06-12 08:55:36+00:00,233.0,SW:cryptolib,False,0,3,1,33,0,False
28532,[crypto] Test RSA in the cryptotest framework,open,2025-10-21 16:11:18+00:00,,,SW:cryptolib,False,0,13,2,575,1,False
28525,[crypto] remove `otbn_write` as we we have hardened version now,closed,2025-10-21 10:31:56+00:00,2025-10-24 06:19:32+00:00,2.0,SW:cryptolib,False,0,0,1,124,0,False
28519,[ci] Vivado log display step is broken,open,2025-10-20 14:49:47+00:00,,,Type:Bug|Component:CI,True,0,0,0,1769,3,True
28483,[reggen] Support optional downstream register and field attributes,closed,2025-10-14 16:51:24+00:00,2026-03-31 11:22:16+00:00,167.0,,False,0,7,1,838,0,False
28481,[RFC] Glitch Filter for I²C SCL and SDA Inputs,closed,2025-10-14 15:16:35+00:00,2025-10-14 15:16:50+00:00,0.0,,False,0,0,0,667,0,False
28473,[rom] Race between UART and GPIO for ROM bootstrapping,closed,2025-10-13 15:04:31+00:00,2025-10-13 20:13:21+00:00,0.0,SW:ROM,False,0,1,0,1111,0,False
28471,Best Practice for Extracting Earlgrey RTL for ASIC Synthesis/GDSII Flow,open,2025-10-13 01:17:19+00:00,,,,False,0,0,0,4263,0,False
28465,[crypto] Harden RSA against FI,closed,2025-10-10 06:12:35+00:00,2025-10-24 07:21:01+00:00,14.0,SW:cryptolib,False,0,0,1,83,0,False
28458,[top_darjeeling] [dvsim] sw_build error when run dvsim.py,closed,2025-10-09 08:27:39+00:00,2025-12-23 13:24:08+00:00,75.0,Component:Darjeeling,False,0,1,0,851,1,False
28457,Improve get_toggle_excl_bits for non-power-of-two ranges,open,2025-10-09 07:43:10+00:00,,,,False,0,1,0,684,0,False
28447,[top_darjeeling] OTP map refresh,open,2025-10-07 13:51:09+00:00,,,Component:Darjeeling,False,0,0,1,54,0,False
28446,[top_darjeeling] Port ROM patching library,open,2025-10-07 13:38:41+00:00,,,Component:Darjeeling,False,0,0,1,81,0,False
28445,"[top_darjeeling] [sw,silicon_creator] Missing keymgr DPE driver",open,2025-10-07 13:32:18+00:00,,,Component:Darjeeling,False,0,0,1,153,0,False
28438,"[sw,silicon_creator] Make the OTBN library top agnostic",closed,2025-10-06 16:30:12+00:00,2025-12-04 16:37:16+00:00,59.0,Component:MultiTop|Component:Darjeeling,False,0,0,1,0,0,False
28426,"[sw,silicon_creator] Make Silicon Creator code top agnostic",open,2025-10-06 08:47:28+00:00,,,Component:MultiTop|Component:Darjeeling,False,0,2,1,458,0,False
28419,[otp_ctrl] Partitions with read_lock:digest are not readable in RMA life cycle state,closed,2025-10-03 16:30:50+00:00,2025-10-13 17:11:08+00:00,10.0,Type:Bug|Hotlist:Silicon,True,0,1,0,1250,2,True
28409,[otlib] Rust refactoring requests,open,2025-10-02 09:25:35+00:00,,,SW:opentitantool,False,0,2,1,141,0,False
28407,[lc_ctrl] Add SOC_DBG_ prefix to the enumerated values in lc_ctrl_state.hjson,open,2025-10-02 08:44:47+00:00,,,,False,0,0,0,517,0,False
28402,[CI] Use containers to cache dependencies to reduce the effect of intermitant service issues in CI runs,open,2025-10-01 17:02:55+00:00,,,Component:CI,False,0,0,1,1097,0,False
28393,[Verilator] Unable to connect to virtual JTAG port with OpenOCD,open,2025-10-01 10:27:29+00:00,,,Component:Tooling|Help Wanted,False,0,0,0,3130,0,False
28388,"[sw,silicon_creator] The current boot log is Earlgrey specific",open,2025-09-30 14:46:24+00:00,,,Component:MultiTop|Component:Darjeeling,False,0,4,0,531,0,False
28382,[qemu] Port QEMU changes from `earlgrey_1.0.0` to `master`,open,2025-09-29 12:22:39+00:00,,,,False,0,0,0,493,1,False
28369,"[silicon_creator,ibex] The Ibex driver only supports 2 address translation slots",closed,2025-09-25 14:19:33+00:00,2025-10-01 08:35:53+00:00,5.0,,False,0,1,1,189,0,False
28368,[qemu] Pinmux/pad support,open,2025-09-25 14:12:25+00:00,,,Component:QEMU,False,0,0,0,496,0,False
28367,[crypto] Update API documentation,closed,2025-09-25 11:34:10+00:00,2025-10-29 07:53:34+00:00,33.0,Component:Doc|SW:cryptolib,False,0,2,1,221,0,False
28365,[spi_device] interrupts for unhandled flash commands,open,2025-09-25 09:37:28+00:00,,,IP:spi_device,False,0,2,0,540,0,False
28345,[otbn] Optimizations of critical timing paths going through local escalation,closed,2025-09-23 22:12:58+00:00,2026-01-09 14:42:49+00:00,107.0,Hotlist:Security|IP:otbn,False,0,6,2,2989,1,False
28311,RFC: Phase-Aligned PWM Disable,open,2025-09-19 10:44:58+00:00,,,RFC:Proposal|Hotlist:Silicon|Hotlist:Software,False,0,2,0,803,0,False
28302,[Crypto] CL driver deduplication,open,2025-09-18 07:05:06+00:00,,,Hotlist:Software|Hotlist:Security|SW:cryptolib,False,0,5,4,590,0,False
28300,[OpenTitan] OpenTitan as an Auth Token,open,2025-09-17 14:05:54+00:00,,,,False,0,0,0,351,0,False
28286,[crypto] Multi-top Conversion,open,2025-09-17 07:38:52+00:00,,,SW:cryptolib,False,0,1,0,264,0,False
28284,"[silicon_creator,kmac] Multi-top Conversion",closed,2025-09-17 05:38:00+00:00,2025-09-18 14:53:26+00:00,1.0,,False,0,0,1,0,0,False
28283,"[silicon_creator,watchdog] Multi-top Conversion",closed,2025-09-17 05:32:18+00:00,2025-09-18 14:53:26+00:00,1.0,,False,0,0,1,0,0,False
28254,RFC: Glitch Filter for I²C SCL and SDA Inputs,open,2025-09-13 19:55:17+00:00,,,,False,0,8,0,598,0,False
28238,"[earlgrey,epmp] Update ePMP reset config",open,2025-09-11 12:22:40+00:00,,,TOP:earlgrey,False,0,0,0,389,0,False
28218,"[silicon_creator,otbn] Multi-top Conversion",closed,2025-09-10 12:30:44+00:00,2025-09-10 16:04:32+00:00,0.0,,False,0,0,0,0,0,False
28206,[otp_ctrl] Dedicated zeroization DAI error bit,open,2025-09-09 08:50:52+00:00,,,IP:otp_ctrl,False,0,0,0,911,1,False
28188,[fpga] in-field programming of ROM and OTP memories on the FPGA,closed,2025-09-08 12:34:05+00:00,2026-06-04 07:08:52+00:00,268.0,Component:FPGA,False,0,4,1,792,0,False
28183,"[silicon_creator,rstmgr] Multi-top Conversion",closed,2025-09-05 16:53:10+00:00,2025-09-11 07:02:56+00:00,5.0,,False,0,0,1,0,0,False
28175,[spi_host] Option to manually control spi_host chip select,open,2025-09-05 09:06:30+00:00,,,,False,0,1,0,537,0,False
28159,"[silicon_creator,rnd] Multi-top Conversion",closed,2025-09-04 16:04:50+00:00,2025-09-05 09:39:14+00:00,0.0,,False,0,0,1,0,0,False
28156,"[silicon_creator,pinmux] Multi-top Conversion",open,2025-09-04 14:49:14+00:00,,,Component:MultiTop|Component:Darjeeling,False,0,2,1,0,0,False
28155,"[silicon_creator,alert] Multi-top Conversion",closed,2025-09-04 14:48:47+00:00,2025-09-05 00:28:28+00:00,0.0,,False,0,0,1,0,0,False
28154,"[silicon_creator,pwrmgr] Multi-top Conversion",closed,2025-09-04 14:48:11+00:00,2025-09-05 00:44:20+00:00,0.0,,False,0,0,1,0,0,False
28153,[csrng] List of requested changes and improvements,open,2025-09-04 14:05:26+00:00,,,Type:Cleanup|Type:Enhancement|Type:Task|Subsystem:Entropy|IP:csrng,False,0,0,1,3757,1,False
28148,[top_darjeeling] keymgr_dpe has missing countermeasures,closed,2025-09-03 20:25:29+00:00,2025-09-03 20:36:44+00:00,0.0,Component:Darjeeling,False,0,1,0,1547,0,False
28124,[build] ERROR: [Updatemem 57-44] xc7k410t device is not supported by update_mem.,open,2025-09-02 17:02:03+00:00,,,,False,0,1,0,2425,1,False
28123,[qemu] Earlgrey 1.0.0 `flash_ctrl` support,closed,2025-09-02 15:21:11+00:00,2025-11-06 15:33:01+00:00,65.0,Component:QEMU,False,0,9,1,115,0,False
28122,[qemu] Earlgrey 1.0.0 `otp_ctrl` support,closed,2025-09-02 15:19:05+00:00,2025-11-10 16:52:46+00:00,69.0,Component:QEMU,False,0,9,1,107,0,False
28114,"[alert_handler,topgen] Render TOP_LOC_ALERTS",open,2025-09-02 12:16:29+00:00,,,,False,0,0,0,414,0,False
28112,"[Earlgrey,CW310] Investigate aes_idle and edn_sw_mode rom_ext test failures",open,2025-09-02 09:15:55+00:00,,,Component:FPGA|Component:CI,False,0,3,1,209,1,False
28109,[ci] Track area over time,open,2025-09-02 05:40:14+00:00,,,,False,0,0,1,363,0,False
28096,[crypto/montmul] `compute_rr` only works for a specific moduli range,closed,2025-08-31 18:32:22+00:00,2025-10-29 10:51:06+00:00,58.0,SW:cryptolib,False,0,1,1,834,0,False
28095,TPM FIFO mode: DATA FIFO (0x24) and INTF_ID (0x30) never returns and rdfifo_aborted gets set,open,2025-08-30 21:33:56+00:00,,,,False,0,0,0,2573,0,False
28074,"[silicon_creator,keymgr] Multi-top Conversion",closed,2025-08-28 15:20:21+00:00,2025-09-04 14:51:10+00:00,6.0,,False,0,0,1,114,0,False
28071,"[silicon_creator,otp] Multi-top Conversion",closed,2025-08-28 14:10:56+00:00,2025-09-09 13:29:33+00:00,11.0,,False,0,0,1,162,0,False
28069,[OTBN] Documentation error in block diagram,closed,2025-08-28 11:36:23+00:00,2025-09-01 14:22:52+00:00,4.0,Component:Doc|IP:otbn,False,0,0,1,195,1,False
28062,RDC (Reset Domain Crossing) issue in spi_device due to unsynchronized reset,closed,2025-08-27 11:26:38+00:00,2025-09-07 09:40:12+00:00,10.0,,False,0,3,0,1180,0,False
28033,"[qemu,bazel,sw] Make qemu.bzl multitop aware",open,2025-08-25 07:57:06+00:00,,,Component:MultiTop|Component:QEMU,False,0,0,0,585,0,False
28032,"[otp_ctrl,doc] Render zeroization feature in OTP map table",closed,2025-08-25 07:53:18+00:00,2025-08-26 07:41:26+00:00,0.0,Component:Doc|IP:otp_ctrl,False,0,1,1,276,0,False
28023,[otp_macro] Add support for not burning any fuse twice,open,2025-08-22 17:44:20+00:00,,,Component:RTL,False,0,2,0,1299,1,False
28022,[otp_ctrl/doc] Add zeroization feature to Programmer's Guide and Theory of Operation,closed,2025-08-22 17:04:50+00:00,2025-09-15 13:41:43+00:00,23.0,Component:Doc|IP:otp_ctrl,False,0,1,1,584,0,False
28021,[otp_ctrl] V2S signoff of v2.1.0,open,2025-08-22 17:02:18+00:00,,,IP:otp_ctrl,False,0,0,0,175,0,False
28020,[otp_ctrl] D2S/D3 signoff of v2.1.0,open,2025-08-22 17:01:39+00:00,,,IP:otp_ctrl,False,0,0,0,181,0,False
28017,[otp_ctrl] Move `countones` function from `otp_ctrl_top_specific_pkg.sv.tpl` to `prim_util_pkg`,closed,2025-08-22 16:33:18+00:00,2025-09-09 12:31:54+00:00,17.0,,False,0,1,1,0,0,False
28013,[crypto] Ibex Register File randomization,closed,2025-08-22 12:28:18+00:00,2025-10-29 12:20:04+00:00,67.0,SW:cryptolib,False,0,3,1,192,0,False
28010,[crypto] Consider moving entropy_complex_checks to initial check routine,closed,2025-08-22 09:27:31+00:00,2026-04-24 07:29:27+00:00,244.0,SW:cryptolib,False,0,10,1,295,1,False
28008,[crypto] hardened_xor improvement for SCA,closed,2025-08-22 07:26:44+00:00,2025-10-21 09:51:53+00:00,60.0,SW:cryptolib,False,0,1,0,337,0,False
27995,"[silicon_creator,shutdown] Multi-top Conversion",closed,2025-08-21 16:03:20+00:00,2025-09-04 14:50:27+00:00,13.0,,False,0,1,1,18,0,False
27994,[silicon_creator] Multi-top Conversion,open,2025-08-21 16:02:32+00:00,,,,False,0,0,1,539,0,False
27975,[spi_device] SPI Device incapable of being used as a generic communication bus?,closed,2025-08-20 20:51:25+00:00,2025-09-07 09:45:28+00:00,17.0,,False,0,4,0,1014,0,False
27965,"[chip, dv] Test chip_sw_sleep_pin_wake failing on Xcelium",closed,2025-08-20 11:55:53+00:00,2025-08-20 11:58:41+00:00,0.0,,False,0,1,0,132,1,False
27964,[chip. dv] Test chip_sw_alert_handler_lpg_sleep_mode_pings failing on Xcelium,closed,2025-08-20 11:48:25+00:00,2025-08-20 11:54:56+00:00,0.0,,False,0,1,0,50,1,False
27963,[chip. dv] Test chip_sw_pwrmgr_smoketest failing on Xcelium,closed,2025-08-20 11:47:47+00:00,2025-08-20 11:53:19+00:00,0.0,,False,0,1,0,50,1,False
27962,[chip. dv] Test chip_sw_pwrmgr_usbdev_smoketest failing on Xcelium,closed,2025-08-20 11:47:18+00:00,2025-08-20 11:51:45+00:00,0.0,,False,0,1,0,52,1,False
27960,"[i2c,cw340] Getting I2C working on CW340",open,2025-08-20 06:22:47+00:00,,,,False,0,3,0,776,0,False
27959,"[usbdev,cw340] No USB device listed on host with Earl Grey running in CW340",open,2025-08-20 05:44:44+00:00,,,,False,0,2,0,639,0,False
27947,"[pinmux,rtl] The MioJtagAttrO_A assertion is false (and fails in FPV)",closed,2025-08-18 21:12:55+00:00,2025-08-22 12:01:07+00:00,3.0,Component:RTL|Component:FPV|IP:pinmux,False,0,2,0,606,2,False
27932,[qemu] Earlgrey 1.0.0 Provisioning Support,open,2025-08-15 17:13:36+00:00,,,Component:QEMU,False,0,6,1,491,0,False
27931,[qemu] Earlgrey 1.0.0 `rom_ext` support,closed,2025-08-15 17:06:08+00:00,2025-10-27 15:16:25+00:00,72.0,,False,0,9,1,359,0,False
27930,[qemu] Earlgrey 1.0.0 spi_device TPM support,closed,2025-08-15 17:00:09+00:00,2025-11-13 15:34:58+00:00,89.0,Component:QEMU,False,0,2,1,91,0,False
27929,[qemu] Earlgrey 1.0.0 `spi_device` passthrough suppport,closed,2025-08-15 16:46:23+00:00,2025-12-08 14:43:48+00:00,114.0,Component:QEMU,False,0,2,1,99,0,False
27928,[qemu] Earlgrey 1.0.0 `kmac` updates,closed,2025-08-15 16:36:23+00:00,2025-10-27 15:38:06+00:00,72.0,Component:QEMU,False,0,3,1,102,0,False
27927,[qemu] Earlgrey 1.0.0 `aes` updates,closed,2025-08-15 16:34:41+00:00,2025-10-13 22:24:17+00:00,59.0,Component:QEMU,False,0,3,1,105,0,False
27926,[qemu] Earlgrey 1.0.0 `lc_ctrl` updates,closed,2025-08-15 16:30:41+00:00,2025-12-01 19:50:30+00:00,108.0,Component:QEMU,False,0,5,1,138,0,False
27925,[dtgen] Add support for several PLICs,open,2025-08-15 16:11:45+00:00,,,,False,0,3,1,1716,0,False
27923,[sw] Change the encoding of `status_t` and remove the module IDs,open,2025-08-15 14:11:51+00:00,,,,False,0,10,0,3339,2,False
27921,[rnd_cnst] Document and streamline random netlist constant generation,closed,2025-08-15 13:01:37+00:00,2026-04-02 13:16:49+00:00,230.0,Component:Doc|Component:Tooling|Component:Security,False,0,1,3,1068,2,False
27919,[topgen] C type names/enum members in `top_<name>.h` are subject to magical rewriting,open,2025-08-15 12:49:11+00:00,,,,False,0,0,0,2262,0,False
27912,[clang] Compiler bug when compiling a ujson_derive file,open,2025-08-15 08:16:02+00:00,,,,False,0,0,0,996,0,False
27910,[qemu] Earlgrey 1.0.0 `hmac` implementation,closed,2025-08-14 23:26:50+00:00,2025-10-27 15:37:56+00:00,73.0,Component:QEMU,False,0,4,1,178,0,False
27909,[qemu] Implement `opentitantool` qemu transport,open,2025-08-14 19:59:19+00:00,,,Component:QEMU,False,0,16,2,363,1,False
27898,[qemu] Make the development flow more ergonomic,closed,2025-08-14 06:33:58+00:00,2025-10-02 15:43:05+00:00,49.0,Component:QEMU,False,0,4,1,703,0,False
27896,[qemu] Earlgrey 1.0.0 `i2c` implementation,closed,2025-08-14 06:16:53+00:00,2025-10-27 15:37:12+00:00,74.0,Component:QEMU,False,0,3,1,94,0,False
27895,[qemu] Earlgrey 1.0.0 `usb` implementation,closed,2025-08-14 06:16:46+00:00,2025-11-17 21:41:19+00:00,95.0,Component:QEMU,False,0,19,1,1013,1,False
27894,[qemu] Earlgrey 1.0.0 `keymgr` implementation,closed,2025-08-14 06:07:22+00:00,2025-10-13 22:16:31+00:00,60.0,Component:QEMU,False,0,8,1,539,0,False
27893,build tock kernel error,open,2025-08-14 02:03:27+00:00,,,,False,0,3,0,225,1,False
27885,[ipgen/multitop/dtgen/reggen] Issues related having instances with different parameters,open,2025-08-13 11:35:37+00:00,,,,False,0,1,0,936,0,False
27884,"[doc,otp_ctrl] Fix documentation regarding reads of digests",closed,2025-08-13 02:44:12+00:00,2025-09-23 13:50:33+00:00,41.0,Component:Doc|IP:otp_ctrl,False,0,2,1,396,0,False
27883,Making top-level parameters localparams,open,2025-08-12 17:06:25+00:00,,,,False,0,0,2,632,0,False
27876,[test-triage] [rom_e2e_sigverify_always_a_bad_b_bad_test_unlocked0],open,2025-08-12 07:23:21+00:00,,,Component:TestTriage,False,0,0,0,2847,0,False
27874,"[dv,cip_scoreboard] Fix handling d_channel when protocol errors trigger d_error",open,2025-08-11 20:58:49+00:00,,,Component:DV,True,0,6,1,808,2,False
27866,"[sw,util] Find strategy for target selection in mapfile to json script",open,2025-08-11 09:43:37+00:00,,,SW:opentitantool,False,0,2,2,580,0,False
27859,[otp_ctrl] Access to the key derivation interface from software + some questions about secret partitions,open,2025-08-09 01:38:28+00:00,,,,False,0,0,0,1979,0,False
27853,"[hw,dma,doc] Split theory_of_operation and programmers guide",open,2025-08-08 10:19:34+00:00,,,,False,0,0,0,832,0,False
27852,Tracking issue for deferred backporting fixes,open,2025-08-08 09:46:48+00:00,,,,False,0,0,1,570,0,False
27850,Document the top HJSON format,open,2025-08-07 20:05:42+00:00,,,,False,0,0,0,145,0,False
27847,"[crypto, test] Test artifacts are polluting OTBN DMEM",closed,2025-08-07 15:30:53+00:00,2025-08-22 04:58:58+00:00,14.0,SW:cryptolib,False,0,1,1,1061,0,False
27838,Making the OpenTitan repository usable as a bazel dependency,open,2025-08-06 15:34:36+00:00,,,,False,0,1,0,652,0,False
27830,[cw340] Unable to get UART1 output from CW340,closed,2025-08-06 05:21:04+00:00,2025-08-06 22:09:45+00:00,0.0,,False,0,2,0,1288,0,False
27829,[otp_ctrl] Bug in `dif_otp_ctrl_read_blocking` causes out of range check to not execute when it should,open,2025-08-05 23:16:52+00:00,,,,False,0,1,0,1254,0,False
27826,[bazel] MODULE.bazel.lock is modified when PROV_EXTS_DIR is set,open,2025-08-05 15:14:17+00:00,,,,False,0,0,0,1227,0,False
27813,[third_party] Unpinned third_party/hwtrust dependency in earlgrey_1.0.0,open,2025-08-04 16:05:30+00:00,,,,False,0,10,2,1479,1,False
27812,[chip-test] [chip_sw_alert_handler_lpg_sleep_mode_alerts] Error:[CHECK-fail: testing_utilities != ((void*)0)],open,2025-08-04 09:59:06+00:00,,,Component:ChipLevelTest,False,0,0,0,2381,1,False
27810,"[test-triage, vcs] Simulating entropy_src_rng4bits with VCS",closed,2025-08-04 08:49:37+00:00,2025-09-01 09:12:52+00:00,28.0,Component:DV|IP:entropy_src,True,0,7,1,1215,1,False
27802,[dma] V1+V2 Review & Signoff,open,2025-08-01 15:29:39+00:00,,,IP:dma,False,0,0,3,2635,0,False
27801,[dma] DV environment checks (V2 subtask),open,2025-08-01 15:27:56+00:00,,,IP:dma,False,0,1,1,966,0,False
27800,[dma] DV_DOC_TESTPLAN_REVIEWED (V2 item),open,2025-08-01 15:27:21+00:00,,,IP:dma,False,0,1,1,530,0,False
27799,[dma] DV_DOC_COMPLETED (V2 item),open,2025-08-01 15:27:10+00:00,,,IP:dma,False,0,0,1,487,0,False
27798,[dma] DESIGN_SPEC_REVIEWED (V1 item),open,2025-08-01 15:26:57+00:00,,,IP:dma,False,0,1,1,132,0,False
27797,[dma] TESTPLAN_COMPLETED (V1 item),open,2025-08-01 15:26:33+00:00,,,IP:dma,False,0,0,1,210,0,False
27796,[ac_range_check] V1+V2 Review & Signoff,open,2025-08-01 15:25:53+00:00,,,IP:ac_range_check,False,0,0,3,2644,0,False
27795,[ac_range_check] DV environment checks (V2 subtask),open,2025-08-01 15:24:58+00:00,,,IP:ac_range_check,False,0,1,1,966,0,False
27794,[ac_range_check] DV_DOC_TESTPLAN_REVIEWED (V2 item),open,2025-08-01 15:24:06+00:00,,,IP:ac_range_check,False,0,1,1,530,0,False
27793,[ac_range_check] DV_DOC_COMPLETED (V2 item),open,2025-08-01 15:23:39+00:00,,,IP:ac_range_check,False,0,1,1,460,0,False
27792,[ac_range_check] DESIGN_SPEC_REVIEWED (V1 item),open,2025-08-01 15:23:10+00:00,,,IP:ac_range_check,False,0,1,1,132,0,False
27791,[ac_range_check] TESTPLAN_COMPLETED (V1 item),open,2025-08-01 15:22:43+00:00,,,IP:ac_range_check,False,0,0,1,210,0,False
27780,[chip-test] [rom_e2e_asm_init_rma] ERROR: [Bitstream cache not initialized properly.],closed,2025-08-01 06:40:36+00:00,2025-08-04 11:14:32+00:00,3.0,Component:ChipLevelTest,False,0,7,0,2135,1,False
27777,"[crypto, rsa] Harden Exponentiation",closed,2025-07-31 06:14:52+00:00,2025-10-27 08:09:52+00:00,88.0,SW:cryptolib,False,0,2,1,2695,0,False
27769,[crypto] Harden ECDSA signature verification based on recent paper,closed,2025-07-30 07:17:21+00:00,2025-09-25 12:20:02+00:00,57.0,SW:cryptolib,False,0,3,2,150,0,False
27767,[soc_dbg_ctrl] V1 Review & Signoff,open,2025-07-29 22:54:04+00:00,,,IP:soc_dbg_ctrl,False,0,0,3,1651,0,False
27766,[soc_dbg_ctrl] TESTPLAN_REVIEWED (V1 item),open,2025-07-29 22:52:59+00:00,,,IP:soc_dbg_ctrl,False,0,1,1,453,0,False
27765,[soc_dbg_ctrl] DV_DOC_DRAFT_COMPLETED (V1 item),open,2025-07-29 22:52:16+00:00,,,IP:soc_dbg_ctrl,False,0,1,1,606,0,False
27764,[soc_dbg_ctrl] DESIGN_SPEC_REVIEWED (V1 item),open,2025-07-29 22:51:43+00:00,,,IP:soc_dbg_ctrl,False,0,1,1,132,0,False
27763,[soc_dbg_ctrl] TESTPLAN_COMPLETED (V1 item),open,2025-07-29 22:49:59+00:00,,,IP:soc_dbg_ctrl,False,0,0,1,210,0,False
27762,[racl_ctrl] V1 Review & Signoff,open,2025-07-29 22:48:42+00:00,,,IP:racl_ctrl,False,0,0,3,1662,0,False
27761,[racl_ctrl] TESTPLAN_REVIEWED (V1 item),open,2025-07-29 22:48:11+00:00,,,IP:racl_ctrl,False,0,1,1,453,0,False
27760,[racl_ctrl] DV_DOC_DRAFT_COMPLETED (V1 item),open,2025-07-29 22:47:23+00:00,,,IP:racl_ctrl,False,0,0,1,606,0,False
27759,[racl_ctrl] DESIGN_SPEC_REVIEWED (V1 item),open,2025-07-29 22:46:55+00:00,,,IP:racl_ctrl,False,0,1,1,132,0,False
27758,[racl_ctrl] TESTPLAN_COMPLETED (V1 item),open,2025-07-29 22:46:06+00:00,,,IP:racl_ctrl,False,0,3,1,210,0,False
27757,[mbx] V1 Review & Signoff,open,2025-07-29 22:43:30+00:00,,,IP:mailbox,False,0,0,3,1653,0,False
27756,[mbx] TESTPLAN_REVIEWED (V1 item),open,2025-07-29 22:40:05+00:00,,,IP:mailbox,False,0,1,1,453,0,False
27754,[mbx] DV_DOC_DRAFT_COMPLETED (V1 item),open,2025-07-29 22:37:28+00:00,,,IP:mailbox,False,0,0,1,606,0,False
27753,[mbx] DESIGN_SPEC_REVIEWED (V1 item),open,2025-07-29 22:31:57+00:00,,,IP:mailbox,False,0,1,1,132,0,False
27752,[mbx] TESTPLAN_COMPLETED (V1 item),open,2025-07-29 22:29:59+00:00,,,IP:mailbox,False,0,0,1,210,0,False
27750,Test fails due to unrecognized hierarchy in $assertoff task.,closed,2025-07-29 13:53:22+00:00,2026-04-13 13:27:59+00:00,257.0,,False,0,3,0,1085,1,False
27735,[soc_dbg_ctrl] FEATURE_COMPLETE (D2 item),open,2025-07-28 13:12:55+00:00,,,IP:soc_dbg_ctrl,False,0,1,1,275,0,False
27734,[soc_dbg_ctrl] Design specification checks / updates,open,2025-07-28 13:12:00+00:00,,,IP:soc_dbg_ctrl,False,0,1,1,867,0,False
27733,[racl_ctrl] FEATURE_COMPLETE (D2 item),open,2025-07-28 13:10:08+00:00,,,IP:racl_ctrl,False,0,1,1,274,0,False
27732,[racl_ctrl] Design specification checks / updates,open,2025-07-28 13:09:34+00:00,,,IP:racl_ctrl,False,0,1,1,867,0,False
27731,[mbx] FEATURE_COMPLETE (D2 item),open,2025-07-28 13:07:00+00:00,,,IP:mailbox,False,0,1,1,274,0,False
27730,[mbx] Design specification checks / updates,open,2025-07-28 13:06:12+00:00,,,IP:mailbox,False,0,1,1,867,0,False
27729,[dma] FEATURE_COMPLETE (D2 item),open,2025-07-28 13:03:40+00:00,,,IP:dma,False,0,1,1,274,0,False
27728,[dma] Design specification checks / updates,open,2025-07-28 13:02:45+00:00,,,IP:dma,False,0,1,1,867,0,False
27727,[ac_range_check] FEATURE_COMPLETE (D2 item),open,2025-07-28 11:59:12+00:00,,,IP:ac_range_check,False,0,1,1,274,0,False
27726,[ac_range_check] Design specification checks / updates,open,2025-07-28 11:56:02+00:00,,,IP:ac_range_check,False,0,0,1,867,0,False
27722,"[sw, bazel, ccache] bazel test failed",closed,2025-07-28 07:19:19+00:00,2025-09-25 06:41:53+00:00,58.0,,False,0,2,0,1307,1,False
27719,"Race condition if use clk_rst_if, so clock not guaranteed to be activated.",open,2025-07-25 16:58:34+00:00,,,,False,0,1,0,1744,0,False
27709,[crypto] secp256k1 not supported,open,2025-07-25 07:45:42+00:00,,,SW:cryptolib,False,0,0,0,307,0,False
27708,[ottf] Investigate USB test failures with alert catching enabled,open,2025-07-24 21:54:00+00:00,,,,False,0,0,0,2557,1,False
27707,[python] Move UV to a dev dependency,closed,2025-07-24 20:33:26+00:00,2025-08-04 10:58:55+00:00,10.0,,False,0,5,0,1328,0,False
27697,[RFC] Fuse Zeroization and In-Field Programming,closed,2025-07-23 17:33:17+00:00,2025-11-25 23:49:56+00:00,125.0,RFC:Approved|FIPS,False,0,19,4,6007,1,False
27690,[crypto] ECC implementation FIPS compliance,closed,2025-07-23 12:05:17+00:00,2025-12-05 13:57:50+00:00,135.0,SW:cryptolib|FIPS,False,0,1,1,367,0,False
